Country,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Germany,25.0293231,26.957591,34.2483041,38.8915818,40.8307127,34.2558712,38.1538916,46.4145333,45.86997287,44.54956728,47.12263188,47.35006802,50.0830026,48.6022068,49.0450056,60.1761022,71.8150018,77.9819058,92.2213393,105.9307813,119.2581759,92.88911722,106.0672352,126.1588484,116.3386794,118.7301533,121.4915242,105.7535854,106.088207,116.7753355,#N/A,#N/A,#N/A
Ghana,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.248080845,0.335242291,0.291129242,0.300375834,0.290056053,0.315381346,0.27082523,0.321018724,0.407395396,0.487838927,0.53288246,0.727829,0.905768738,0.646480253,0.805714073,1.260267633,1.357811262,1.27872334,#N/A,#N/A,1.13610044,1.271814184,#N/A,#N/A,#N/A
Greece,1.225495245,1.612710707,1.977700352,#N/A,2.345155584,2.200445338,2.149155686,2.59267584,2.841892454,2.697061786,3.026664243,3.043442278,2.948686011,2.843445594,3.129903601,4.485451986,5.28103852,5.489389732,6.373896386,7.609924607,9.434705593,7.153843805,6.645264292,6.669205602,6.250442705,6.114811984,6.218063637,4.726397967,4.759503542,5.530059755,#N/A,#N/A,#N/A
Greenland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.03916192,0.042110554,0.046654394,0.03740711,0.039731933,0.041830331,0.036449486,0.034388992,0.041747536,0.052569394,0.059303339,0.069951259,0.068220407,0.077309099,0.092685808,0.077722214,0.08469789,0.100250488,0.086055032,0.095537699,0.086372562,0.06668108,0.073356408,0.076031197,#N/A,#N/A,#N/A
Guatemala,#N/A,#N/A,#N/A,#N/A,#N/A,0.266810189,0.264719206,0.329244493,0.314620186,0.385191834,0.465083034,0.455430831,#N/A,0.55973739,0.630063346,0.672152401,0.781160478,1.049953731,0.953973628,1.354430094,1.452150122,1.152136309,1.383031412,1.661081363,1.697868597,1.750397754,1.826324384,1.763708855,1.697867783,1.837791438,#N/A,#N/A,#N/A
Guinea,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.081850854,0.064766214,0.061970246,0.053657933,0.055592493,0.061636505,0.05974201,0.066796716,#N/A,0.095501007,0.164781612,0.106390366,0.128149628,0.183548311,#N/A,#N/A,#N/A,#N/A,0.24010473,0.250921014,0.213864779,#N/A,#N/A,#N/A,#N/A,#N/A
Guinea Bissau,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.081850854,0.064766214,0.061970246,0.053657933,0.055592493,0.061636505,0.05974201,0.066796716,#N/A,0.095501007,0.164781612,0.106390366,0.128149628,0.183548311,#N/A,#N/A,#N/A,#N/A,0.24010473,0.250921014,0.213864779,#N/A,#N/A,#N/A,#N/A,#N/A
Guyana,#N/A,#N/A,#N/A,0.02057761,0.036638336,#N/A,#N/A,#N/A,#N/A,0.0602336,0.0539803,0.047992899,0.057343053,0.058647966,0.056450499,0.055839496,0.066128945,0.077814126,0.089292737,0.102877844,0.134592984,0.117534859,0.145156169,0.176855468,0.199707383,0.186625508,0.178331084,0.14843466,0.162498585,0.176155283,#N/A,#N/A,#N/A
Haiti,#N/A,#N/A,#N/A,0.02057761,0.036638336,#N/A,#N/A,#N/A,#N/A,0.0602336,0.0539803,0.047992899,0.057343053,0.058647966,0.056450499,0.055839496,0.066128945,0.077814126,0.089292737,0.102877844,0.134592984,0.117534859,0.145156169,0.176855468,0.199707383,0.186625508,0.178331084,0.14843466,0.162498585,0.176155283,#N/A,#N/A,#N/A
Honduras,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.133459366,0.172751424,0.184010931,0.214736986,0.253395379,0.267367731,0.282610724,0.29267048,0.287509759,0.314243668,0.368524704,0.441936328,0.492056726,0.653036264,#N/A,0.592293755,0.689508828,0.854177859,0.864677579,#N/A,0.798362639,0.838067072,0.791204065,0.861224119,#N/A,#N/A,#N/A
Hungary,#N/A,#N/A,#N/A,#N/A,1.087358054,1.137608294,1.4553612,1.518556058,1.604264448,2.123401216,2.570639155,2.8008226,3.2080002,3.3681734,3.7611572,4.7674542,6.0248602,6.5919579,7.6978511,9.4659727,10.8784724,7.7272443,8.7432095,10.1369997,9.430066457,9.929590234,10.4178438,9.076085088,9.220966714,10.42837986,#N/A,#N/A,#N/A
Iceland,0.166655962,0.140062464,0.165934886,0.17390295,0.167994688,0.134940134,0.147237056,0.175133453,0.20415287,0.201947379,0.248282803,0.231548186,0.258298303,0.227933684,0.227353695,0.282652797,0.371283169,0.497889257,0.599111499,0.668969064,0.616592828,0.360398871,0.391434944,0.484576024,0.477191622,0.501924343,0.537191888,0.528537347,0.570324019,0.697076251,#N/A,#N/A,#N/A
India,1.935089664,2.171819418,2.379915059,1.950941594,2.445240803,2.330407322,2.865473741,3.659206246,3.911281439,4.142943027,4.242495078,5.001089863,5.294025141,5.067110581,5.745346856,7.243052438,9.898112947,14.08616669,17.82124403,21.86452939,31.57121056,26.64015529,35.00293869,46.24027908,48.89763785,46.60455673,45.93694636,39.07447314,35.67047921,44.40523538,#N/A,#N/A,#N/A
Indonesia,#N/A,1.63595561,2.183703142,2.586882253,2.727959552,2.832773734,3.198347059,4.062870323,4.292846387,4.167974502,2.733682893,2.400324954,3.351480483,3.096214108,3.128884201,3.255068148,4.652453136,5.770088092,6.106546523,7.447342873,12.92440503,9.682916258,13.56632802,17.74355503,19.16909081,18.66286306,17.81793402,14.26948022,13.56527998,15.73881685,#N/A,#N/A,#N/A
Iran,#N/A,1.63595561,2.183703142,2.586882253,2.727959552,2.832773734,3.198347059,4.062870323,4.292846387,4.167974502,2.733682893,2.400324954,3.351480483,3.096214108,3.128884201,3.255068148,4.652453136,5.770088092,6.106546523,7.447342873,12.92440503,9.682916258,13.56632802,17.74355503,19.16909081,18.66286306,17.81793402,14.26948022,13.56527998,15.73881685,#N/A,#N/A,#N/A
Iraq,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.70644765,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Ireland,#N/A,#N/A,#N/A,#N/A,2.248269414,2.166299238,2.576381542,3.23210199,3.576464998,3.923266765,4.43780096,4.72078377,5.064877077,5.137564359,5.221441507,5.37818993,6.2344522,7.028364209,7.662071943,8.704533518,8.495347532,6.25664264,6.460059524,7.378158736,7.221845177,7.408927456,8.259513051,7.779526646,8.202894231,8.882835746,#N/A,#N/A,#N/A
Israel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.834429542,2.994853478,2.902265037,2.746892493,3.1085575,3.5742024,3.3303113,3.3105904,3.4210938,4.0969518,4.503235,4.7834446,5.6619379,6.5170546,4.7362724,5.9193894,7.3526105,7.311208,7.1995022,7.233178,6.2067788,6.5802693,6.9115976,#N/A,#N/A,#N/A
Italy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16.79750267,20.03199099,20.81160397,20.83171041,21.55900764,22.00560962,23.80685415,23.61266224,24.6609477,29.7402799,35.52668528,38.48355606,44.25651028,51.18225137,56.0960371,41.47836383,48.69843719,55.88319815,48.91041161,47.93363534,47.40825589,41.09333978,40.66706699,45.35830345,#N/A,#N/A,#N/A
Ivory Coast,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16.79750267,20.03199099,20.81160397,20.83171041,21.55900764,22.00560962,23.80685415,23.61266224,24.6609477,29.7402799,35.52668528,38.48355606,44.25651028,51.18225137,56.0960371,41.47836383,48.69843719,55.88319815,48.91041161,47.93363534,47.40825589,41.09333978,40.66706699,45.35830345,#N/A,#N/A,#N/A
Jamaica,#N/A,#N/A,#N/A,0.182824666,0.177383949,0.218923597,#N/A,#N/A,0.291634995,0.311290214,0.298544051,0.290363059,0.319164948,0.34025664,0.3543113,0.361683173,0.393309891,0.488483077,0.50413793,0.674762913,0.846540506,0.506425557,0.522522674,0.643659187,0.658035818,0.621615543,0.583551728,0.499302981,0.476708917,0.581809818,#N/A,#N/A,#N/A
Japan,18.73536614,21.08465971,23.47986125,23.67367086,23.30215354,24.06701793,27.47419361,33.6094167,34.91860972,33.88423537,28.06338355,30.99944717,37.97083763,34.92919143,33.76131328,38.34653299,45.52538862,51.58663877,57.90639446,62.22433364,76.25339211,55.19847509,69.405916,85.53804742,88.60310945,83.31660607,81.21847518,62.55684207,60.69240468,67.14743061,#N/A,#N/A,#N/A
Jordan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.338230272,0.36963799,#N/A,0.384275994,0.382844928,0.367680486,0.453891312,0.487133564,0.501969885,0.565316404,0.814359216,1.045458011,1.144690988,1.353110049,1.687159763,1.407529713,1.526200138,1.830108225,2.069138371,2.154901574,2.274025784,2.047490886,1.920703841,2.040732934,#N/A,#N/A,#N/A
Kazakhstan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.380511697,0.423859147,0.429861293,0.429318882,0.363917177,0.49870389,0.6280202,0.65811248,0.84019995,1.277347344,1.733315855,2.366099344,3.26866128,3.781537178,2.840867984,2.402362674,3.801023747,4.453807082,4.880458008,4.129545597,3.056715949,2.517477883,2.959936048,#N/A,#N/A,#N/A
Kenya,#N/A,#N/A,#N/A,#N/A,0.179303027,#N/A,#N/A,#N/A,#N/A,0.327842509,0.330175898,0.278561096,0.289151727,0.400796473,0.332726497,0.347517673,0.456348923,0.584616847,0.723294674,0.898926177,1.112781724,1.020200087,1.209292625,#N/A,#N/A,1.639446934,#N/A,#N/A,#N/A,1.669019705,#N/A,#N/A,#N/A
Kosovo,5.180752282,6.145578171,6.983952099,8.151970611,8.175833088,8.379396096,10.23425331,13.51129006,15.0334292,14.46142116,9.328091136,11.97512444,16.04792628,14.1097086,15.21243716,17.88258382,22.44609242,26.12355828,30.93794789,35.6841033,43.52713831,32.30816748,42.52080071,52.44052238,51.95755973,51.55729704,52.5556978,43.64869346,40.61819441,47.84691676,#N/A,#N/A,#N/A
Kuwait,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.71564962,0.786946504,0.900731539,1.099176543,1.26306137,#N/A,1.723973517,2.136249524,2.483959104,#N/A,2.269140387,2.514199171,#N/A,2.964560731,3.148865517,3.095720142,3.078410326,3.359782918,#N/A,#N/A,#N/A
Kyrgyzstan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.052236269,0.083793184,#N/A,#N/A,#N/A,0.055411351,0.046724487,0.057936029,0.071695977,0.094093006,0.110781807,0.171819668,0.241698738,0.407232784,0.297386677,0.322263518,0.426068727,0.537317621,0.59830243,0.568147404,0.40680838,0.38444733,0.448729162,#N/A,#N/A,#N/A
Laos,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.183663447,0.25820954,0.259752143,0.355227981,0.445237889,0.377838921,0.410706845,#N/A,#N/A,#N/A,#N/A
Latvia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.124147878,0.181800768,0.231949696,0.272094106,0.319136307,0.294678098,0.319083019,0.350441699,0.405371563,0.524401135,0.731104372,0.877045001,1.142730126,1.518544948,1.577519575,0.933692024,1.11432877,1.543077874,1.608238766,1.677894856,1.712792411,1.409580735,1.373650678,1.605314944,#N/A,#N/A,#N/A
Lebanon,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.743782605,0.705386291,0.620581683,0.622679514,0.729037245,0.644384073,0.716748167,0.9385039,0.9326988,0.939508529,1.181455654,1.613646607,1.623158521,1.796973478,2.016263739,2.114654942,2.123420599,2.04874276,1.859976666,1.870274574,14.04117575,#N/A,#N/A,#N/A
Lesotho,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.061329796,0.05982313,0.080017204,0.1115027,0.139939299,#N/A,#N/A,#N/A,0.106615158,0.135607714,0.127659516,0.14597201,0.159424936,0.183155417,0.142368198,0.14095664,#N/A,0.206557137,#N/A,#N/A,#N/A
Liberia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.061329796,0.05982313,0.080017204,0.1115027,0.139939299,#N/A,#N/A,#N/A,0.106615158,0.135607714,0.127659516,0.14597201,0.159424936,0.183155417,0.142368198,0.14095664,#N/A,0.206557137,#N/A,#N/A,#N/A
Libya,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.674880955,0.911648195,1.285937872,1.767436792,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lithuania,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.258899999,0.364853939,0.455853005,0.564336589,0.579374899,0.483449007,0.545648032,0.635327074,0.770930967,0.98036359,1.237920084,1.57044323,1.938842541,2.444506746,3.129466254,1.834063291,2.337804739,3.180128787,3.223764002,3.481322476,3.521736688,2.81764416,2.739139919,3.09787182,#N/A,#N/A,#N/A
Luxembourg,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.034658582,1.059238358,1.118765722,1.152884448,1.364640294,1.677171541,1.75855025,1.964045531,2.228870059,2.549809537,1.877061798,2.039998774,2.59716339,2.428488996,2.393408017,2.385001235,1.929633766,1.912361819,2.107083156,#N/A,#N/A,#N/A
Macedonia,#N/A,#N/A,#N/A,0.18392695,0.194818394,0.199640755,0.208922726,0.202530022,0.199197504,0.207662618,0.194766707,0.203586701,0.262522278,0.282350076,0.30091208,0.323232324,0.409375403,0.451427115,0.523552556,0.604474209,0.587985493,0.475094346,0.562945036,0.792684208,0.898205307,#N/A,1.139593496,1.060257955,0.892446335,#N/A,#N/A,#N/A,#N/A
Madagascar,#N/A,#N/A,0.056931104,0.040632173,0.039134291,0.046859632,0.043170797,0.054952006,0.060211949,0.05730473,0.055678957,0.050534054,0.099066515,0.092018964,0.06019446,0.131806148,0.165190305,0.168589675,0.176026253,0.244547841,0.3850615,0.315933078,0.254619491,0.27304686,0.265898687,0.269941464,0.335479602,0.296090515,0.297171004,0.365800554,#N/A,#N/A,#N/A
Malawi,#N/A,#N/A,0.05796313,0.064739597,#N/A,#N/A,0.053927469,0.050040422,#N/A,#N/A,#N/A,0.064538125,0.053207295,0.056159339,0.069499751,0.078537576,0.092865847,0.116519199,0.120669604,0.13778453,0.220368843,0.202167201,0.217303766,0.242769642,0.233036787,0.284462551,0.277436804,0.231161438,0.220981462,0.25470418,#N/A,#N/A,#N/A
Malaysia,#N/A,2.248095334,2.92455977,3.658132275,3.978838426,4.538996736,5.908599194,7.704559616,7.790468301,7.84335831,5.775942042,6.493921936,8.195725004,7.384660885,8.613602273,8.361398163,10.51568081,11.42898205,13.11270478,14.61043071,15.56608194,12.35752793,16.45862734,18.75730094,19.61966187,20.58135248,20.88234286,17.61745982,16.83752282,19.47201871,#N/A,#N/A,#N/A
Mali,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.079029088,0.068080147,0.083432934,0.08271447,0.070749861,0.098795684,0.092715381,0.127109592,0.136442221,0.154359894,0.181976304,0.218484736,0.333892505,#N/A,0.470350288,0.335153889,0.346265507,#N/A,#N/A,#N/A,0.384540476,0.433656528,#N/A,#N/A,#N/A
Mauritania,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.035364389,0.037406625,0.035539341,0.038640602,0.133996893,0.134203564,0.107332614,0.143041828,0.163761734,0.133708145,0.17077366,0.245270581,0.297062018,0.397849218,0.364175827,#N/A,0.217383784,0.35224182,#N/A,#N/A,#N/A
Mexico,#N/A,#N/A,2.955951309,3.807331533,6.192422502,6.527199232,7.933497344,7.245298893,8.935503462,11.19832474,12.53237555,14.19555963,17.94036176,16.83768908,16.86505408,17.05457871,19.68083748,22.18189798,25.60859203,28.19265132,30.85831199,23.43845319,30.14817339,35.08428056,37.07514075,38.12101495,39.99768642,39.52322212,38.70643513,42.03691133,#N/A,#N/A,#N/A
Moldova,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.065926867,0.084070739,0.107226752,0.074678337,0.102344992,0.058656998,0.077699379,0.089247565,0.10383677,0.140244204,0.176853374,0.229229237,0.269316263,0.368986831,0.489876252,0.327827021,0.385528885,0.519127135,0.521292836,0.549239327,0.531695917,0.398682064,0.402035928,0.483141461,#N/A,#N/A,#N/A
Mongolia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.045092442,0.046784525,0.048887043,0.051028893,0.061450747,0.063012242,#N/A,0.080101099,0.102114558,0.118255883,0.148559916,0.211703371,#N/A,#N/A,#N/A,#N/A,#N/A,0.635782146,0.513145544,0.379659142,0.333960383,0.43373199,#N/A,#N/A,#N/A
Montenegro,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.184150524,0.286730952,0.373116787,0.231313929,0.218194029,0.254404449,0.233635347,0.234887252,0.236675142,0.205016968,0.228252925,0.261053597,#N/A,#N/A,#N/A
Morocco,#N/A,#N/A,#N/A,#N/A,#N/A,0.665884211,0.719367731,0.854047642,0.825343693,0.787752858,1.028731597,1.07875881,1.153338266,1.103668531,1.187815273,1.423060767,1.782464077,2.080317677,2.329846812,3.165039154,4.232196317,3.288205003,3.537888179,4.426293749,4.478978163,4.518636825,4.619174259,3.814558942,4.169610172,4.503909306,#N/A,#N/A,#N/A
Mozambique,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0544015,0.072698,0.0782642,0.076004857,#N/A,#N/A,0.11622781,0.106310791,0.154296347,0.175299746,0.203467177,0.240819531,0.286932655,0.304974613,0.400776319,0.376420659,0.356422951,0.6305647,0.617720968,1.009914718,0.874307426,#N/A,0.529531257,0.570170518,#N/A,#N/A,#N/A
Myanmar,#N/A,#N/A,#N/A,#N/A,0.061843238,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.289627934,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.486589463,0.85711682,0.784939774,1.200912161,1.623147625,1.691326549,1.569573767,1.92534551,#N/A,#N/A,#N/A
Namibia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.14186733,0.150056414,0.130116017,0.141479805,0.242179718,0.252515575,0.279854111,0.402599887,0.468857001,0.620841883,0.597972291,0.645727739,0.713203234,0.757454814,0.853099435,0.769715705,0.672104353,0.677820285,#N/A,#N/A,#N/A
Nepal,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.11110441,#N/A,#N/A,#N/A,0.131316595,0.134748224,0.15579223,#N/A,#N/A,0.180162079,#N/A,#N/A,#N/A,#N/A,#N/A,0.375438892,0.511588048,0.591592297,0.601747393,0.645169491,0.759008989,0.66120942,0.887850223,1.003784017,#N/A,#N/A,#N/A
Netherlands,#N/A,#N/A,#N/A,#N/A,13.44699351,11.56676239,13.05116918,15.79293737,16.08958116,16.23596564,15.67278858,16.78754512,19.89268877,19.55622077,19.41147875,23.39966887,28.40140194,31.05913439,35.85095335,42.13677158,49.49365711,38.21904218,43.9986633,49.28376322,50.06053235,50.61623091,50.80328773,39.37283439,40.8064987,46.18702583,#N/A,#N/A,#N/A
New Caledonia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.100807526,0.101736224,#N/A,0.10060703,0.154043492,0.163576806,0.177361798,0.199769748,0.242727601,0.326855755,0.250724313,0.330317843,0.369687634,0.324503856,0.323695321,0.33152438,0.252949889,#N/A,#N/A,#N/A,#N/A,#N/A
New Zealand,#N/A,0.877499597,0.948347392,0.849677056,0.920496947,0.965472973,1.19013847,1.395763712,1.472417681,1.451850035,1.133458227,1.431834719,1.390440311,1.330694634,1.504415667,1.85574226,2.319256506,2.623204883,2.642435647,3.089041494,3.43673348,2.556585101,3.061554527,4.687785586,3.824273052,3.961917311,4.250993825,3.652831833,3.604391019,4.012843916,#N/A,#N/A,#N/A
Nicaragua,#N/A,#N/A,#N/A,#N/A,#N/A,0.07551111,0.085245786,0.100920269,0.107614515,0.146973248,0.15321079,0.17230423,0.172059594,0.177337896,0.178809416,0.190458825,0.224968633,0.253555033,0.27406609,0.35379907,0.474443001,0.34786107,0.419075609,0.50472597,0.602965981,0.549884386,0.574641778,0.586629787,0.747580584,0.770383656,#N/A,#N/A,#N/A
Niger,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.03445527,0.03654783,0.034507411,0.04199769,0.039476627,0.032592452,0.038374835,0.043204038,0.056555483,0.066717401,0.073556965,0.086018993,0.09556846,0.120833895,0.162715046,0.229003935,0.191717345,0.16874855,0.171407568,0.215109197,0.245834098,0.186069113,#N/A,#N/A,#N/A,#N/A
Nigeria,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.533546505,0.636350476,0.57642455,0.448249651,0.58170354,0.795820224,0.875847246,1.489174623,#N/A,#N/A,2.29033377,3.235734694,2.819359734,3.390628158,4.423526867,6.39715419,3.587250944,4.459820112,4.653226538,#N/A,3.519430101,3.127009027,#N/A,#N/A,#N/A
North Korea,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.533546505,0.636350476,0.57642455,0.448249651,0.58170354,0.795820224,0.875847246,1.489174623,#N/A,#N/A,2.29033377,3.235734694,2.819359734,3.390628158,4.423526867,6.39715419,3.587250944,4.459820112,4.653226538,#N/A,3.519430101,3.127009027,#N/A,#N/A,#N/A
Northern Cyprus,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.533546505,0.636350476,0.57642455,0.448249651,0.58170354,0.795820224,0.875847246,1.489174623,#N/A,#N/A,2.29033377,3.235734694,2.819359734,3.390628158,4.423526867,6.39715419,3.587250944,4.459820112,4.653226538,#N/A,3.519430101,3.127009027,#N/A,#N/A,#N/A
