Country,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Ghana,#N/A,0.02,0.02,0.02,0.02,0.02,0.01,0.002,0.000942858,0.000856578,-0.00056672,-0.00041522,0.002,0.012,0.018,0.014,0.04,0.066,0.052,0.05,0.06,0.07131866,0.07183325,0.07433177,0.0747741,0.08573532,0.07399,0.07081,0.07691,0.07227,0.06888,0.08514041,0.77778329,0.79253191,0.98860329,1.05732178,1.03109164,0.99113656,1.51731082,1.73591356,#N/A,#N/A
Greece,#N/A,0.01,0.1,0.24,0.29,0.31,0.3,0.24,0.25,0.24,0.21,0.19,0.19,0.2,0.15,0.14446575,0.122,0.107,0.11579452,0.09593151,0.03239726,0.07650546,0.08016152,0.06636199,0.05419312,0.05238137,0.05746493,0.06584356,0.05137575,0.06612,0.06416671,0.10730247,0.09767685,0.11727399,0.11919575,0.12438644,0.12976712,0.15748131,0.13504425,0.14833192,#N/A,#N/A
Greenland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Guatemala,#N/A,0.05,0.05,0.06,0.07,0.05,0.03,0.051,0.04,0.03,0.04,0.039,0.044,0.046,0.068,0.08091781,0.09428767,0.12630601,0.16,0.23767123,0.228,0.20504035,0.20940883,0.17903083,0.21994521,0.19811475,0.17173425,0.21464658,0.187408,0.18442082,0.16544,0.11971189,0.1096737,0.12582697,0.12053595,0.12472784,0.12745937,0.12032702,0.13683753,0.13593342,#N/A,#N/A
Guinea,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Guinea Bissau,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Guyana,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Haiti,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Honduras,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.000145795,-8.04368E-05,-0.000130756,-0.000614602,-0.001,-0.001,-0.00095007,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00001,0.0002,0.0002,0.0002,0.0002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Hungary,#N/A,0.58,0.58,0.62,0.61,0.63,0.63,0.64,0.6,0.65,0.54,0.58,0.49,0.49,0.47,0.62734247,0.606,0.62725137,0.683,0.532,0.49384932,0.49414989,0.48740775,0.42957408,0.45529345,0.47534538,0.42279123,0.39494312,0.32817384,0.37744235,0.35366959,0.35398123,0.31650082,0.34794372,0.36478,0.3114389,0.33922,0.36018333,0.3592274,0.3742137,#N/A,#N/A
Iceland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
India,#N/A,1.86,3.29,3.95,4.85,5.25,6.26,6.46,6.27,6.55,7.24,6.82,6.39,6.02,5.78,6.50712329,7.69452055,7.5102459,7.79624658,7.61321918,7.64660274,7.72950945,7.84630813,8.15865165,8.18333502,8.46600833,8.34488381,8.71385989,8.73951027,8.76532533,8.79225011,9.66011249,10.1158306,10.22085814,10.22038293,10.19247022,10.26881134,10.16370639,10.17445712,10.17626534,#N/A,#N/A
Indonesia,#N/A,16.59,17.12,14.31,14.48,14.98,13.8,14.26,13.7,13.69,14.81,15.37,16.66,15.77,15.88,15.89019178,15.81584932,16.38486339,16.07310959,16.16356164,15.69082192,15.30278416,14.33580788,13.40031535,12.45318163,11.83378492,10.98283723,10.35194493,9.8435534,10.23486052,10.03391548,10.15089441,9.87944921,9.60429328,9.30796589,9.13116,8.66144644,9.45637219,8.97388932,9.13610849,#N/A,#N/A
Iran,#N/A,16.83,14.02,22.36,24.6,21.96,22.72,20.44,23.13,22.53,28.31,31.13,33.58,34.76,35.91,36.72554795,37.08619178,37.47710383,37.27878082,37.03367123,36.21164384,37.65385159,37.99991166,35.23968566,38.33034036,41.04208679,42.38583671,41.4934026,40.39025685,41.77537809,41.78296315,42.43356584,42.15414,35.20196727,31.9863874,33.89651192,34.97143274,43.76194355,47.06364068,44.5554489,#N/A,#N/A
Iraq,#N/A,25.26,10.09,10.21,10.14,12.18,14.47,16.96,20.86,26.99,29.45,20.64,3.02,4.21,5.23,5.67234247,5.799,5.93143716,11.72357534,21.62141096,25.20176712,25.81968703,24.08821705,20.39791339,13.18044453,20.20566777,18.89419534,20.0944074,20.9663549,23.84552399,23.99167096,23.96780208,26.23603932,29.78874333,30.49020562,33.64601096,40.39981096,44.43457393,44.55624932,46.1563589,#N/A,#N/A
Ireland,#N/A,-0.006,-0.002,-0.001,-0.001,-0.001,-0.001,-0.002,-0.002,-0.001,-0.000744301,-0.002,-0.002,-0.002,-0.002,-0.004,-0.003,-0.003,-0.004,-0.004,-0.004,-0.00406426,-0.00225066,-0.00119427,-0.000420575,-0.00153426,-0.00051,-0.00182,-0.00557,-0.00431,-0.00296,0.01227,0.00208,0.00557,0.0036,0.00375,0.00196,0.00283,0.00412,0.00412,#N/A,#N/A
Israel,#N/A,0.35,0.36,0.01,0.01,0.01,0.01,0.016,0.014,0.015,0.008,0.009,-0.000547078,0.001,0.021,0.029,0.031,0.035,0.021,0.034,0.031,0.03663241,0.03913867,0.02740106,0.03194123,0.05950677,0.03709,0.03972,0.04768,0.05574,0.06175,0.05963,0.06174,0.07309,0.0677,0.07092,0.06463,0.05977,0.0638,0.0638,#N/A,#N/A
Italy,#N/A,0.68,0.68,0.65,0.78,0.82,0.84,0.67,0.85,1.09,1.02,1.09,1.04,1.12,1.13,1.18146575,1.26682192,1.35998361,1.49289041,1.43553425,1.21769863,1.34521771,1.22240082,1.29838874,1.42889285,1.53210675,1.64813219,1.64539466,1.68609863,1.64206749,1.45525712,1.7383948,1.65737082,1.60654213,1.91757343,1.85699671,1.89974959,1.50146863,1.44971027,1.57968288,#N/A,#N/A
Ivory Coast,#N/A,0.68,0.68,0.65,0.78,0.82,0.84,0.67,0.85,1.09,1.02,1.09,1.04,1.12,1.13,1.18146575,1.26682192,1.35998361,1.49289041,1.43553425,1.21769863,1.34521771,1.22240082,1.29838874,1.42889285,1.53210675,1.64813219,1.64539466,1.68609863,1.64206749,1.45525712,1.7383948,1.65737082,1.60654213,1.91757343,1.85699671,1.89974959,1.50146863,1.44971027,1.57968288,#N/A,#N/A
Jamaica,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.007,-0.004,-0.004,-0.005,-0.006,-0.004,-0.006,-0.002,-0.003,-0.005,-0.004,-0.004,-0.004,-0.002,-0.00557609,-0.00411004,0.01306657,0.02050144,0.01506987,0.01842,0.04585,0.04346,0.05705,0.05978,-0.00852,-0.00841,-0.00798,-0.00845,-0.00699,-0.00921,0.00707,0.00707,0.00707,#N/A,#N/A
Japan,#N/A,0.4,0.38,0.44,0.39,0.46,0.51,0.52,0.55,0.6,0.63,0.67,0.77,0.82,0.85,0.81612329,0.908,1.00387432,1.01323562,1.044,1.09317808,1.12199082,1.21059297,1.20174843,1.16568823,1.23391708,1.28454822,1.2942,1.32443849,1.33983038,1.37916466,1.4188211,1.35851932,1.27071437,1.37550753,1.33304685,1.38449575,1.23525033,1.31215726,1.27303397,#N/A,#N/A
Jordan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.012,0.007,0.008,0.005,0.006,0.008,0.004,0.000611451,0.002,0.001,0.001,0.001,-0.003,-0.002,-0.00485961,-0.00266549,-0.001751,-0.00141725,-0.00364021,-0.00259,-0.00128,0.00088,0.00706,0.00614,0.00163,0.00496,0.00439,0.00377,0.00519,0.00403,0.00403,0.00403,0.00403,#N/A,#N/A
Kazakhstan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.43,4.07,4.1640411,4.14835616,4.58628415,5.21978082,5.26957534,6.0500411,7.25629224,8.35971185,9.67514365,10.61973738,12.45866876,13.37172764,13.87865907,14.45649816,14.30941817,15.41565959,16.0861366,16.37316685,16.0559841,16.58462233,17.19896247,17.51371411,16.98280454,18.79897438,19.59308397,#N/A,#N/A
Kenya,#N/A,0.01,0.01,0.01,0.01,0.01,0.01,-0.001,-0.00080711,-0.000831322,-0.000286972,-0.001,-0.001,-0.001,-0.002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.000547917,-0.000918375,-0.00165571,-0.000799245,-0.00263247,-0.00161,-0.00318,-0.00136,-0.00162,-0.00167,0.00366,0.00372,0.00449,0.00655,0.00838,0.00824,0.00824,0.00824,0.00824,#N/A,#N/A
Kosovo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Kuwait,#N/A,17.6,11.95,8.72,11.27,12.33,10.86,14.83,16.64,15.79,18.78,12.34,1.91,10.84,18.96,21.14539726,21.58510959,21.53793989,21.21968493,22.06442466,20.18217808,22.00733683,21.25595158,20.29910771,22.68313922,25.15382049,26.71980082,26.71512466,26.03425649,27.2789491,25.05942997,24.49081655,26.80693342,27.85551355,28.01769,27.93919795,28.79390233,29.90544137,28.23595712,29.08499822,#N/A,#N/A
Kyrgyzstan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.023,0.02,0.01616164,0.02,0.02,0.018,0.017,0.01608493,0.02029858,0.02010582,0.01509517,0.0135818,0.0136466,0.01958,0.01979,0.00946,0.00943,0.01,0.0096,0.00955,0.00961,0.00953,0.01007,0.00972,0.00972,0.00972,0.00972,#N/A,#N/A
Laos,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Latvia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.002,0.003,0.003,0.005,0.009,0.012,0.01186,0.01229,0.019,0.01429,0.01581,0.01439,0.01059,0.01369,0.01369,#N/A,#N/A
Lebanon,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.006,-0.000546416,0.003,0.003,0.003,0.003,0.003,0.003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lesotho,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Liberia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Libya,#N/A,18.27,11.75,11.9,11.35,11.24,10.85,10.62,9.99,12.02,11.83,14.07,15.21,14.7,14,14.16489041,14.282,14.47346995,15.04017808,14.48378082,13.76958904,14.69345313,14.27841531,13.83183181,14.848877,15.82296718,17.39292808,18.64576836,19.29702945,19.41441333,18.36218589,18.44198,5.21768164,15.47473426,10.46553849,5.75932808,5.12683603,4.99396792,9.30779493,10.73669904,#N/A,#N/A
Lithuania,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.005,0.036,0.052,0.056,0.06407923,0.07134247,0.09474795,0.08351233,0.09550515,0.13481609,0.13437415,0.12361983,0.11410836,0.09833,0.08375,0.07619,0.10042,0.09454,0.09784,0.09193,0.09511,0.09725,0.09319,0.09907,0.10336,0.0931,0.0931,#N/A,#N/A
Luxembourg,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Macedonia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Madagascar,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.002,-0.000887665,-0.001,-0.000731269,-0.000884083,-0.001,-0.00034724,-0.000349669,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.000691396,0.000841457,0.000892664,0.000905878,0.000921789,0.00085,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Malawi,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00327,0.00345,0.00345,0.00345,0.00345,0.00431,0.00517,0.002,0.002,#N/A,#N/A
Malaysia,#N/A,2.84,2.65,3.07,3.66,4.51,4.51,5.13,5.08,5.51,5.97,6.3,6.57,6.67,6.6,6.76286301,7.17593151,7.30027322,7.6520274,8.2320137,7.93230137,7.63709143,7.42098546,7.82917404,8.28681815,8.03933,7.90850836,7.49618219,7.53444192,7.60047481,7.1991611,7.33490274,6.69176041,6.75273109,6.46901521,6.75610343,7.25412082,7.62168426,7.47149069,7.49516192,#N/A,#N/A
Mali,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Mauritania,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.003,0.002,0.001,0.001,0.001,-0.000466602,-0.001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.000926585,#N/A,#N/A,#N/A,#N/A,#N/A,0.30619178,0.14991781,0.12833333,0.11245219,0.08232233,0.07737641,0.06577077,0.06750411,0.06003005,0.05246575,0.04836066,0.02,#N/A,#N/A,#N/A
Mexico,#N/A,21.29,25.54,30.03,29.54,30.5,30.27,28.03,28.98,28.89,29.13,29.92,31.49,31.34,31.4,31.59356164,30.75109589,32.93306011,34.22345205,35.0140274,33.54373973,34.60085205,35.7003017,35.93349249,38.07677515,38.47933161,37.84067219,37.09577767,35.00289479,31.86842525,30.00791384,29.78599644,29.60011074,29.40716557,29.15074507,28.20808973,26.22392918,24.8435488,22.50583452,20.84482082,#N/A,#N/A
Moldova,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.0001,-0.00025,-0.00017,-0.00014,-0.00018,-0.00018,0.00001,-0.00018,-0.00018,-0.00018,-0.00018,#N/A,#N/A
Mongolia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.001,0.002,0.00179,0.00202,0.00381,0.00501,0.00589,0.0055,0.01032,0.02329,0.03208,0.05123,0.05976,0.06983296,0.09934508,0.14051496,0.20288025,0.23176559,0.2342623,0.2,0.2,#N/A,#N/A
Montenegro,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Morocco,#N/A,0.02,0.02,0.02,0.02,0.02,0.02,-0.012,-0.000608618,0.002,-0.000125834,-0.007,-0.008,-0.008,-0.014,-0.015,-0.012,0.039,0.047,0.045,0.038,0.04023645,0.04034915,0.04484379,0.03723073,0.03446453,-0.0105,-0.01247,-0.01342,-0.00598,-0.0058,-0.00757,-0.01939,-0.00998,-0.00725,0.00062,0.00675,0.0016,0.0016,0.0016,#N/A,#N/A
Mozambique,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0002,#N/A,#N/A,0.0002,0.0003,0.0004,0.00161,0.00281,0.00282,0.00282,#N/A,#N/A
Myanmar,#N/A,0.3,0.27,0.3,0.3,0.32,0.3,0.24,0.17,0.14,0.16,0.14,0.16,0.15,0.14,0.14342466,0.102,0.084,0.096,0.116,0.102,0.12740341,0.10487985,0.15602409,0.15687313,0.20683867,0.20751,0.23791,0.21954644,0.22059934,0.18775932,0.21136767,0.20733,0.20681,0.20694,0.20315342,0.15634,0.15634,0.12634,0.11634,#N/A,#N/A
Namibia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nepal,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Netherlands,#N/A,0.31,0.33,0.53,0.67,0.82,1.01,1.23,1.18,1.09,0.99,1.08,1.06,0.86,0.9,1.32227397,1.17972603,1.13237705,1.07742466,1.08073973,0.91084932,0.88185522,0.81485129,0.98378225,1.00947849,0.96222593,0.84488466,0.74209288,0.85015534,0.69397803,0.63395795,0.63141589,0.71683726,0.87360268,0.82806466,0.95151521,0.9334711,0.70128432,0.70711123,0.53012493,#N/A,#N/A
New Caledonia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
New Zealand,#N/A,0.09,0.12,0.17,0.18,0.2,0.24,0.43,0.44,0.53,0.57,0.59,0.58,0.58,0.6,0.57375342,0.47928767,0.46821858,0.68052055,0.57117808,0.52258904,0.47679817,0.43941877,0.40990652,0.31815197,0.27939721,0.27774082,0.25800932,0.47597055,0.6538594,0.61026836,0.60711863,0.52166592,0.48454634,0.41902753,0.49299699,0.50380932,0.43906776,0.40569932,0.3358363,#N/A,#N/A
Nicaragua,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.002,-0.002,-0.002,-0.002,-0.002,-0.001,-0.001,-0.000820926,#N/A,#N/A,#N/A,-0.001,-0.005,-0.004,-0.00386376,-0.0049056,-0.00394004,-0.00379578,-0.00436058,-0.00367,-0.00412,-0.00377,0.00574,0.00611,-0.00214,-0.0022,0.00058,-0.0007,-0.00133,-0.00253,-0.00081,-0.00081,-0.00081,#N/A,#N/A
Niger,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.06755329,0.2044,0.20616,0.20584,0.14497,0.13497,0.11497,0.09497,#N/A,#N/A
Nigeria,#N/A,20.6,14.38,13,12.46,13.93,15,14.7,13.44,14.54,17.22,18.17,18.98,19.51,19.67,19.36423288,19.98053425,20.06798361,21.39836986,21.60057534,21.36263014,21.69135111,22.61416054,21.2332298,22.78592032,23.31696229,26.30860356,24.42250014,23.52755836,21.68864891,22.12180288,24.62294397,25.28185685,25.1173529,23.62402808,24.06353082,22.35261493,19.38542727,20.1508889,19.88842315,#N/A,#N/A
North Korea,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.006,0.006,0.004,0.005,0.006,0.007,0.009,0.009,0.007,0.006,0.003,0.003,0.008,0.006,0.00668873,0.00140114,0.00141381,0.0013847,0.00140974,0.00121,0.00093,0.00118,0.00123,0.0009,0.00137,0.00135,0.00135,0.00149,0.00138,0.00138,0.00137,0.00138,0.00138,#N/A,#N/A
Northern Cyprus,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.004,-0.002,#N/A,#N/A,#N/A,-0.002,-0.001,-0.001,-0.00145873,-0.00189606,-0.0012991,-0.000800561,-0.000781393,-0.00045,-0.00044,-0.00066,-0.00097,-0.00146,0.0002,#N/A,0.0007,0.00113,0.00141,0.0023,0.0024,0.00236,0.00236,#N/A,#N/A
Norway,#N/A,5.29,5.14,5.34,6.64,7.56,8.27,9.1,10.56,11.99,15.7,17.25,19.62,22.25,23.85,27.00926027,29.09978082,32.40971038,32.89490411,31.46578082,31.48130137,33.54609246,34.22983677,33.4188449,32.72956655,31.96587571,29.78131521,27.86472301,25.64893685,24.64522186,23.52555164,21.45762877,20.51613123,19.27357016,18.48153247,18.97217767,19.57911178,20.03747525,19.8106074,18.63797726,#N/A,#N/A
Oman,#N/A,2.84,3.21,3.26,3.77,4.17,5.02,5.63,5.87,6.22,6.5,6.93,7.06,7.44,7.8,8.14446575,8.59087671,8.91087978,9.07883562,9.03635616,9.1359589,9.72041055,9.15487624,8.99484451,8.2300979,7.54297322,7.80558329,7.43859644,7.14813712,7.59699434,8.18888762,8.69361934,8.91568912,9.24593309,9.44996378,9.51775641,9.8982474,10.12885885,9.80027164,9.88213466,#N/A,#N/A
Pakistan,#N/A,0.11,0.11,0.13,0.14,0.18,0.36,0.42,0.42,0.45,0.48,0.62,0.63,0.64,0.63,0.57439726,0.618,0.576,0.595,0.57812329,0.56835616,0.56762789,0.6337444,0.67930744,0.64330191,0.66591601,0.68125888,0.69256512,0.74141263,0.68085579,0.66890381,0.69159101,0.7044,0.75432,0.85365,0.98405,0.92972699,0.88261732,0.92479548,0.92331603,#N/A,#N/A
